x,y
0.993293,0.947805
0.780648,0.689697
0.377504,0.421214
0.622593,0.578849
0.340574,0.396703
0.622164,0.578567
0.868056,0.763340
0.247752,0.331678
0.415463,0.445922
0.517042,0.510852
0.577306,0.549413
0.775600,0.685830
0.572008,0.546002
0.619522,0.576834
0.079754,0.182266
0.955115,0.864095
0.856436,0.752606
0.809239,0.712250
0.045294,0.136533
0.067303,0.167068
0.764981,0.677794
0.681834,0.618476
0.350695,0.403477
0.273359,0.350253
0.812917,0.715241
0.714490,0.641127
0.778553,0.688088
0.962774,0.876396
0.471381,0.481771
0.845887,0.743170
0.433882,0.457784
0.464675,0.477492
0.626535,0.581440
0.811385,0.713993
0.087267,0.190913
0.967109,0.883901
0.433550,0.457571
0.955323,0.864416
0.214861,0.306835
0.849013,0.745938
0.472366,0.482398
0.792167,0.698644
0.624613,0.580176
0.044373,0.135116
0.411688,0.443482
0.704367,0.634030
0.999488,0.985599
0.268124,0.346503
0.513606,0.508663
0.044783,0.135747
0.335427,0.393239
0.278586,0.353976
0.726616,0.649729
0.686121,0.621411
0.551946,0.533129
0.539533,0.525194
0.400611,0.436303
0.330498,0.389910
0.502308,0.501469
0.871993,0.767067
0.176385,0.275927
0.936190,0.837424
0.336667,0.394075
0.802920,0.707163
0.747575,0.664887
0.423935,0.451387
0.770029,0.681598
0.181125,0.279865
0.379258,0.422366
0.984890,0.921546
0.030137,0.111081
0.851624,0.748267
0.777056,0.686942
0.654750,0.600162
0.895997,0.790957
0.188744,0.286112
0.359117,0.409080
0.895485,0.790424
0.456868,0.472507
0.872723,0.767763
0.940268,0.842817
0.792295,0.698745
0.151309,0.254348
0.666884,0.608320
0.478416,0.486255
0.703255,0.633254
0.206418,0.300244
0.879028,0.773850
0.033753,0.117628
0.708725,0.637076
0.751020,0.667417
0.210138,0.303160
0.644915,0.593599
0.087688,0.191386
0.013058,0.072906
0.392490,0.431018
0.511622,0.507400
0.783086,0.691577
0.573614,0.547035
0.890880,0.785678
0.767976,0.680047
0.603752,0.566534
0.742504,0.661183
0.545032,0.528707
0.258502,0.339548
0.638501,0.589341
0.733776,0.654864
0.617618,0.575587
0.533986,0.521653
0.190645,0.287655
0.490341,0.493851
0.474254,0.483603
0.982940,0.916609
0.641650,0.591429
0.141139,0.245185
0.461356,0.475374
0.344905,0.399607
0.347556,0.401381
0.340383,0.396575
0.378658,0.421972
0.056282,0.152484
0.091404,0.195529
0.588796,0.556830
0.701197,0.631821
0.179091,0.278181
0.601853,0.565299
0.093686,0.198037
0.690714,0.624567
0.384940,0.426088
0.667301,0.608602
0.581594,0.552178
0.152916,0.255772
0.271052,0.348603
0.324098,0.385568
0.697948,0.629566
0.529554,0.518826
0.962598,0.876100
0.431725,0.456398
0.147172,0.250653
0.496585,0.497826
0.622369,0.578702
0.637513,0.588687
0.970839,0.890752
0.605309,0.567547
0.279164,0.354385
0.111978,0.217223
0.066665,0.166255
0.624068,0.579818
0.459534,0.474210
0.407048,0.440479
0.002726,0.033253
0.515816,0.510070
0.498452,0.499014
0.591522,0.558595
0.217012,0.308500
0.677543,0.615548
0.193375,0.289862
0.310699,0.376405
0.368256,0.415127
0.578314,0.550063
0.977999,0.905223
0.949850,0.856215
0.731230,0.653033
0.249052,0.332636
0.273948,0.350673
0.429178,0.454761
0.778606,0.688129
0.236546,0.323351
0.860903,0.756688
0.925778,0.824341
0.733131,0.654399
0.483272,0.489349
0.563291,0.540401
0.703970,0.633753
0.088581,0.192389
0.842455,0.740158
0.815947,0.717722
0.155245,0.257826
0.466523,0.478672
0.275481,0.351767
0.562293,0.539760
0.469249,0.480411
0.791297,0.697962
0.060745,0.158538
0.060771,0.158572
0.008309,0.058111
0.738288,0.658122
0.254145,0.336372
0.319007,0.382099
0.106544,0.211679
0.832460,0.731534
0.297007,0.366928
0.056395,0.152640
0.563690,0.540657
0.546058,0.529363
0.330342,0.389805
0.992868,0.946174
0.324664,0.385953
0.566888,0.542711
0.853771,0.750196
0.250442,0.333658
0.300019,0.369023
0.337043,0.394328
0.813733,0.715908
0.003989,0.040234
0.425624,0.452474
0.656188,0.601125
0.819936,0.721013
0.580869,0.551710
0.122711,0.227842
0.095418,0.199920
0.143162,0.247029
0.591960,0.558879
0.886714,0.781460
0.203907,0.298265
0.652731,0.598811
0.895023,0.789944
0.942195,0.845425
0.906876,0.802578
0.214031,0.306192
0.048739,0.141714
0.739336,0.658881
0.511037,0.507027
0.105134,0.210219
0.303026,0.371109
0.057096,0.153605
0.435476,0.458808
0.295894,0.366152
0.381760,0.424006
0.002364,0.030967
0.149665,0.252885
0.632202,0.585175
0.302383,0.370664
0.486708,0.491537
0.445935,0.465514
0.306372,0.373423
0.912332,0.808636
0.102123,0.207075
0.126309,0.231310
0.493201,0.495671
0.224834,0.314501
0.221726,0.312126
0.636363,0.587925
0.816794,0.718418
0.108441,0.213628
0.840270,0.738255
0.469524,0.480587
0.003464,0.037489
0.782465,0.691097
0.376400,0.420490
0.217495,0.308872
0.831204,0.730465
0.115736,0.220989
0.728532,0.651099
0.936337,0.837616
0.418762,0.448052
0.785628,0.693543
0.371813,0.417472
0.714656,0.641244
0.167388,0.268336
0.374177,0.419028
0.864321,0.759848
0.799589,0.704506
0.676561,0.614880
0.351029,0.403700
0.245524,0.330033
0.982933,0.916594
0.263361,0.343071
0.347647,0.401442
0.109242,0.214447
0.756562,0.671512
0.572480,0.546306
0.330968,0.390228
0.392925,0.431302
0.389274,0.428921
0.439409,0.461331
0.233194,0.320835
0.858798,0.754758
0.442873,0.463552
0.015659,0.079874
0.235199,0.322341
0.660367,0.603930
0.846863,0.744032
0.350934,0.403637
0.388899,0.428676
0.783200,0.691664
0.769696,0.681346
0.174527,0.274372
0.155013,0.257622
0.484352,0.490036
0.341915,0.397603
0.529191,0.518594
0.348672,0.402127
0.141504,0.245518
0.205752,0.299720
0.699701,0.630782
0.387028,0.427453
0.188685,0.286064
0.963062,0.876881
0.734674,0.655511
0.297927,0.367569
0.719624,0.644755
0.307155,0.373963
0.628896,0.582995
0.112549,0.217799
0.696429,0.628514
0.068305,0.168336
0.345743,0.400168
0.555228,0.535231
0.511177,0.507116
0.361402,0.410595
0.790426,0.697281
0.171545,0.271863
0.208265,0.301695
0.141361,0.245387
0.560444,0.538574
0.991465,0.941102
0.911057,0.807205
0.734971,0.655725
0.146478,0.250029
0.395408,0.432919
0.076886,0.178868
0.675669,0.614273
0.744081,0.662332
0.218389,0.309562
0.881421,0.776197
0.443782,0.464135
0.605417,0.567618
0.070106,0.170596
0.406844,0.440347
0.340091,0.396378
0.368034,0.414980
0.126468,0.231463
0.647246,0.595151
0.996929,0.964705
0.239017,0.325199
0.343675,0.398783
0.065234,0.164420
0.584760,0.554222
0.898903,0.794006
0.576411,0.548836
0.946162,0.850926
0.689329,0.623614
0.747956,0.665166
0.154427,0.257106
0.830690,0.730029
0.308400,0.374822
0.145892,0.249500
0.741746,0.660632
0.043371,0.133558
0.292371,0.363691
0.137154,0.241520
0.120256,0.225450
0.968040,0.885574
0.881235,0.776014
0.338645,0.395406
0.849461,0.746337
0.325017,0.386193
0.944062,0.847992
0.919567,0.816938
0.731862,0.653487
0.284154,0.357917
0.287601,0.360345
0.858330,0.754330
0.931400,0.831291
0.284530,0.358182
0.097347,0.202001
0.275075,0.351477
0.349764,0.402856
0.682107,0.618662
0.173978,0.273911
0.926176,0.824824
0.628269,0.582582
0.863307,0.758907
0.674132,0.613228
0.782696,0.691275
0.693996,0.626831
0.982531,0.915612
0.928588,0.827783
0.435742,0.458979
0.025902,0.102906
0.220958,0.311537
0.572897,0.546573
0.146158,0.249740
0.188998,0.286319
0.454132,0.470758
0.484804,0.490324
0.038459,0.125662
0.779149,0.688546
0.428866,0.454561
0.958027,0.868643
0.511011,0.507010
0.713020,0.640092
0.245628,0.330110
0.369341,0.415843
0.644420,0.593269
0.530158,0.519211
0.466688,0.478777
0.919495,0.816853
0.879922,0.774725
0.148794,0.252107
0.093472,0.197803
0.806098,0.709714
0.777063,0.686948
0.956779,0.866676
0.480230,0.487411
0.559759,0.538135
0.650775,0.597504
0.462761,0.476271
0.488347,0.492581
0.086517,0.190065
0.488663,0.492782
0.709305,0.637483
0.659414,0.603289
0.634821,0.586906
0.898303,0.793374
0.113546,0.218801
0.119625,0.224831
0.936762,0.838171
0.892695,0.787538
0.548491,0.530919
0.894789,0.789700
0.403706,0.438312
0.261511,0.341732
0.140416,0.244524
0.773047,0.683886
0.905931,0.801546
0.670574,0.610816
0.239735,0.325734
0.825426,0.725588
0.550497,0.532202
0.388529,0.428434
0.918898,0.816156
0.356595,0.407405
0.165592,0.266802
0.875677,0.770599
0.836825,0.735274
0.725351,0.648826
0.526452,0.516848
0.299586,0.368722
0.213698,0.305933
0.612969,0.572545
0.788249,0.695581
0.923003,0.820999
0.272383,0.349556
0.423070,0.450830
0.821306,0.722149
0.385929,0.426735
0.542695,0.527214
0.758069,0.672631
0.278624,0.354002
0.091186,0.195289
0.652857,0.598895
0.682330,0.618815
0.352698,0.404812
0.793274,0.699513
0.455377,0.471554
0.258629,0.339641
0.463848,0.476965
0.695111,0.627602
0.084054,0.187258
0.014345,0.076432
0.083640,0.186783
0.002952,0.034606
0.370940,0.416897
0.249233,0.332769
0.878629,0.773461
0.207765,0.301302
0.974584,0.898072
0.405081,0.439203
0.507351,0.504680
0.188282,0.285736
0.018050,0.085789
0.295599,0.365947
0.111285,0.216523
0.290433,0.362334
0.718669,0.644079
0.932591,0.832797
0.676362,0.614744
0.261365,0.341626
0.690659,0.624530
0.954986,0.863897
0.352551,0.404714
0.343517,0.398677
0.637316,0.588556
0.705249,0.634645
0.136791,0.241183
0.092693,0.196949
0.963877,0.878263
0.600639,0.564510
0.787804,0.695235
0.047931,0.140515
0.614984,0.573862
0.871445,0.766545
0.050883,0.144851
0.985925,0.924293
0.120677,0.225862
0.929512,0.828929
0.193689,0.290115
0.095261,0.199750
0.334593,0.392676
0.701040,0.631713
0.283543,0.357485
0.352642,0.404775
0.996639,0.963074
0.394827,0.432541
0.643075,0.592376
0.715309,0.641704
0.327418,0.387823
0.319437,0.382392
0.976673,0.902387
0.018078,0.085856
0.274423,0.351012
0.329224,0.389048
0.361595,0.410722
0.911739,0.807969
0.034473,0.118891
0.498385,0.498972
0.004432,0.042411
0.998350,0.974135
0.099024,0.203795
0.792236,0.698698
0.046282,0.138036
0.714009,0.640788
0.663681,0.606159
0.097165,0.201805
0.699933,0.630943
0.784358,0.692560
0.026677,0.104447
0.893623,0.788493
0.879619,0.774428
0.361269,0.410507
0.594663,0.560630
0.163162,0.264714
0.713912,0.640719
0.591302,0.558453
0.557989,0.537000
0.356987,0.407665
0.306611,0.373588
0.885407,0.780151
0.676423,0.614786
0.283284,0.357303
0.903485,0.798894
0.950846,0.857675
0.612509,0.572244
0.265080,0.344311
0.862585,0.758239
0.646982,0.594974
0.763465,0.676657
0.867016,0.762364
0.645332,0.593876
0.862489,0.758150
0.659253,0.603181
0.691614,0.625187
0.576498,0.548892
0.322933,0.384776
0.788778,0.695994
0.276431,0.352443
0.107291,0.212448
0.815455,0.717318
0.170053,0.270602
0.986911,0.927005
0.176724,0.276210
0.764716,0.677595
0.150072,0.253248
0.890636,0.785428
0.356018,0.407022
0.708062,0.636611
0.247622,0.331583
0.662629,0.605451
0.593469,0.559856
0.924046,0.822248
0.945913,0.850576
0.496954,0.498061
0.874892,0.769843
0.558422,0.537278
0.762034,0.675586
0.737477,0.657535
0.205404,0.299446
0.525498,0.516240
0.604493,0.567016
0.850736,0.747473
0.387987,0.428080
0.263746,0.343349
0.542349,0.526993
0.964485,0.879305
0.586679,0.555462
0.331127,0.390336
0.240916,0.326614
0.693970,0.626813
0.146582,0.250122
0.410969,0.443018
0.680881,0.617825
0.323306,0.385030
0.175686,0.275343
0.830953,0.730252
0.213942,0.306123
0.531704,0.520197
0.539015,0.524863
0.461564,0.475507
0.194333,0.290633
0.132484,0.237167
0.385610,0.426527
0.140246,0.244368
0.629438,0.583352
0.260502,0.341001
0.698668,0.630066
0.391471,0.430354
0.997979,0.971370
0.904072,0.799528
0.916969,0.813920
0.602472,0.565701
0.754808,0.670212
0.304957,0.372445
0.866218,0.761617
0.297157,0.367033
0.269442,0.347449
0.452897,0.469969
0.628285,0.582592
0.510358,0.506595
0.146867,0.250379
0.774867,0.685271
0.921328,0.819009
0.827748,0.727541
0.098173,0.202887
0.097013,0.201642
0.658701,0.602811
0.312116,0.377379
0.628717,0.582877
0.197716,0.293346
0.773680,0.684367
0.823050,0.723601
0.330200,0.389708
0.159290,0.261363
0.963297,0.877277
0.959637,0.871224
0.419793,0.448717
0.661965,0.605004
0.351109,0.403753
0.417771,0.447413
0.566037,0.542164
0.268078,0.346470
0.020244,0.090887
0.320845,0.383353
0.573035,0.546662
0.886461,0.781206
0.618002,0.575838
0.842477,0.740178
0.339358,0.395886
0.246287,0.330597
0.352835,0.404904
0.486226,0.491230
0.021154,0.092922
0.274163,0.350827
0.313974,0.378654
0.119327,0.224539
0.371176,0.417052
0.972675,0.894280
0.431443,0.456217
0.999893,0.993412
0.170391,0.270888
0.205123,0.299225
0.822943,0.723512
0.500591,0.500376
0.364414,0.412588
0.786240,0.694018
0.460229,0.474654
0.784206,0.692442
0.448205,0.466967
0.811337,0.713954
0.201977,0.296738
0.014242,0.076156
0.079415,0.181868
0.222221,0.312505
0.335088,0.393010
0.652450,0.598623
0.108682,0.213875
0.953090,0.861015
0.494927,0.496771
0.448041,0.466862
0.199377,0.294671
0.847762,0.744828
0.934267,0.834937
0.220531,0.311209
0.121925,0.227078
0.248240,0.332038
0.339858,0.396222
0.493101,0.495608
0.220916,0.311504
0.771301,0.682561
0.492994,0.495539
0.391307,0.430247
0.976424,0.901863
0.315937,0.379999
0.891898,0.786719
0.340838,0.396880
0.102177,0.207131
0.352127,0.404432
0.125044,0.230096
0.550382,0.532128
0.163464,0.264974
0.327021,0.387554
0.564624,0.541256
0.242879,0.328073
0.549242,0.531400
0.899711,0.794861
0.895329,0.790262
0.657925,0.602290
0.852801,0.749324
0.390257,0.429562
0.105966,0.211081
0.052178,0.146715
0.238019,0.324453
0.040232,0.128565
0.272709,0.349789
0.359944,0.409628
0.288473,0.360958
0.612567,0.572282
0.853045,0.749542
0.509388,0.505977
0.383868,0.425387
0.346038,0.400366
0.900695,0.795906
0.360292,0.409859
0.661975,0.605011
0.792594,0.698979
0.701130,0.631775
0.764152,0.677172
0.144720,0.248442
0.826174,0.726216
0.314533,0.379038
0.308184,0.374673
0.153196,0.256020
0.879157,0.773977
0.551064,0.532565
0.702438,0.632685
0.778869,0.688330
0.446393,0.465807
0.360363,0.409906
0.631670,0.584824
0.836650,0.735124
0.466329,0.478548
0.683848,0.619853
0.074669,0.176201
0.506561,0.504177
0.956557,0.866329
0.434613,0.458254
0.795034,0.700899
0.569124,0.544147
0.287658,0.360385
0.304422,0.372076
0.952992,0.860867
0.633696,0.586162
0.205118,0.299221
0.313284,0.378181
0.295671,0.365997
0.997711,0.969533
0.014415,0.076618
0.059822,0.157304
0.142432,0.246365
0.840589,0.738532
0.374356,0.419146
0.450616,0.468510
0.993784,0.949757
0.253513,0.335910
0.001680,0.026101
0.696223,0.628371
0.032381,0.115186
0.448073,0.466883
0.056586,0.152903
0.664051,0.606409
0.284723,0.358318
0.522914,0.514593
0.347899,0.401610
0.359392,0.409262
0.029476,0.109842
0.304456,0.372099
0.794005,0.700088
0.824510,0.724820
0.873580,0.768583
0.081662,0.184496
0.128932,0.233813
0.826571,0.726550
0.715358,0.641739
0.334050,0.392310
0.139856,0.244009
0.011029,0.066980
0.331761,0.390764
0.154270,0.256968
0.070851,0.171522
0.474193,0.483564
0.994859,0.954314
0.445207,0.465047
0.924809,0.823168
0.988643,0.932028
0.698720,0.630101
0.926489,0.825207
0.684866,0.620550
0.731101,0.652940
0.374563,0.419282
0.741451,0.660418
0.395152,0.432753
0.659286,0.603203
0.264366,0.343796
0.743051,0.661582
0.018678,0.087277
0.293841,0.364719
0.047507,0.139881
0.812682,0.715050
0.118351,0.223579
0.921087,0.818724
0.894345,0.789240
0.247283,0.331332
0.747658,0.664948
0.609703,0.570412
0.581332,0.552009
0.887514,0.782264
0.620731,0.577627
0.913093,0.809495
0.041784,0.131056
0.691583,0.625166
0.387287,0.427622
0.036643,0.122621
0.136790,0.241182
0.312096,0.377365
0.025286,0.101665
0.835509,0.734143
0.238586,0.324877
0.710152,0.638077
0.566610,0.542532
0.613148,0.572662
0.451604,0.469142
0.961762,0.874705
0.272434,0.349592
0.715969,0.642170
0.704814,0.634341
0.291111,0.362809
0.009810,0.063159
0.752321,0.668375
0.103794,0.208825
0.128161,0.233080
0.673408,0.612737
0.998138,0.972522
0.375444,0.419861
0.421066,0.449538
0.607841,0.569197
0.956776,0.866672
0.308580,0.374946
0.228572,0.317343
0.869870,0.765051
0.350364,0.403256
0.920155,0.817627
0.257156,0.338569
0.387007,0.427440
0.056944,0.153397
0.569252,0.544230
0.412293,0.443874
0.892454,0.787289
0.807838,0.711117
0.122445,0.227584
0.459064,0.473910
0.420986,0.449486
0.574049,0.547315
0.420826,0.449383
0.693420,0.626433
0.290018,0.362043
0.125640,0.230668
0.984531,0.920615
0.299829,0.368891
0.877960,0.772810
0.088325,0.192102
0.427990,0.453997
0.551368,0.532760
0.086463,0.190003
0.803434,0.707574
0.972434,0.893810
0.694303,0.627044
0.760210,0.674225
0.281014,0.355697
0.922876,0.820847
0.630080,0.583775
0.631378,0.584631
0.843031,0.740662
0.887236,0.781984
0.018385,0.086586
0.899975,0.795141
0.456488,0.472265
0.430678,0.455726
0.792429,0.698850
0.264326,0.343768
0.553123,0.533883
0.251493,0.334429
0.685312,0.620856
0.127172,0.232137
0.672318,0.611998
0.378732,0.422021
0.417190,0.447038
0.797958,0.703211
0.363263,0.411827
0.717019,0.642912
0.675918,0.614443
0.451587,0.469131
0.145009,0.248703
0.227286,0.316367
0.538050,0.524247
0.948443,0.854176
0.199720,0.294945
0.232354,0.320201
0.708653,0.637026
0.480734,0.487732
0.155229,0.257812
0.338733,0.395465
0.112112,0.217359
0.998260,0.973437
0.225969,0.315366
0.130497,0.235295
0.898235,0.793302
0.682457,0.618902
0.561175,0.539043
0.690664,0.624533
0.946783,0.851805
0.114298,0.219555
0.942157,0.845373
0.632096,0.585105
0.241470,0.327027
0.614475,0.573529
0.010828,0.066364
0.658661,0.602784
0.412433,0.443964
0.374090,0.418971
0.375680,0.420016
0.088351,0.192132
0.825678,0.725799
0.520689,0.513175
0.315638,0.379795
0.363728,0.412135
0.469132,0.480336
0.515358,0.509779
0.596082,0.561550
0.177784,0.277094
0.996092,0.960179
0.751311,0.667631
0.516517,0.510517
0.108204,0.213386
0.749571,0.666351
0.742486,0.661170
0.238701,0.324963
0.647806,0.595524
0.424943,0.452036
0.799876,0.704734
0.338470,0.395289
0.371726,0.417415
0.914174,0.810719
0.280627,0.355423
0.003822,0.039382
0.155645,0.258177
0.895102,0.790025
0.014649,0.077242
0.814306,0.716376
0.307535,0.374225
0.388740,0.428572
0.189986,0.287121
0.395886,0.433231
0.214418,0.306492
0.710674,0.638443
0.711524,0.639040
0.578146,0.549954
0.179806,0.278774
0.226882,0.316060
0.174227,0.274121
0.357590,0.408066
0.222975,0.313081
0.925538,0.824049
0.874108,0.769089
0.331179,0.390371
0.675109,0.613892
0.616593,0.574915
